manutencao_id,condominio,tipo_intervencao,area_afetada,descricao,data_reportada,data_inicio,data_conclusao,fornecedor,custo_total,urgencia,estado
MN00324,JARDINS DA CIDADE,Reparação urgente,Fachada,Necessária limpeza e tratamento anti-grafitti,2023-10-22,2023-10-24,2023-10-30,GlobalTec Unipessoal,8276.11,Alta,Concluído
MN00325,torres do sol,Melhoria,Fachada,Fissuras visíveis na parede norte,2025-05-05,2025-05-09,2025-05-12,ProServiços SA,11424.58,Alta,Concluído
MN00326,Quinta das Palmeiras,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2025-05-27,2025-05-27,2025-06-01,SmartRepair Lda,5772.9,Crítica,Concluído
MN00327,Jardins da Cidade,Reparação urgente,Jardim,Sistema de rega avariado,2024-07-10,2024-07-15,2024-07-24,SmartRepair Solutions,160.94,Alta,Concluído
MN00328,Torres do Sol,Manutenção preventiva,Jardim,Poda de árvores urgente,2025-07-08,2025-08-16,2025-08-26,GlobalTec Unipessoal,958.11,Baixa,Concluído
MN00329,quinta das palmeiras,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-02-05,2024-02-05,2024-02-09,TecnoReparações Unipessoal,3634.49,Crítica,Concluído
MN00330,CONDOMÍNIO CENTRAL,Manutencao preventiva,Jardim,Pragas detetadas nas plantas,2023-11-11,2023-12-17,,ProServiços Group,260.14,baixa,em curso
MN00331,quinta das palmeiras,Reparação urgente,Garagem,Iluminação insuficiente,2025-06-01,2025-06-03,2025-06-05,SmartRepair Lda,3303.94,Crítica,Concluído
MN00332,Quinta das Palmeiras,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2023-09-14,2023-09-16,2023-09-20,MASTERFIX LDA,3542.55,Crítica,Concluído
MN00333,residencial atlântico,Melhoria,Hall,Piso escorregadio necessita tratamento,2024-09-07,2024-09-14,2024-09-19,GlobalTec Unipessoal,1288.23,Alta,Concluído
MN00334,torres do sol,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-11-24,2024-11-24,2024-11-26,UltraFix & Filhos,6826.23,Crítica,Concluído
MN00335,vila verde,Melhoria,Garagem,Sistema de ventilação com problemas,2023-11-17,2023-11-30,2023-12-19,MASTERFIX LDA,1755.92,Média,Concluído
MN00336,Jardins da Cidade,Manutenção preventiva,Piscina,Sistema de filtragem necessita manutenção,2023-09-08,2023-10-12,2023-10-25,UltraFix & Filhos,799.74,Baixa,Concluído
MN00337,RESIDENCIAL ATLÂNTICO,Melhoria,Garagem,Piso com fissuras e buracos,2024-06-09,2024-06-12,2024-06-22,UltraFix & Filhos,974.52,Alta,Concluído
MN00338,quinta das palmeiras,Inspeção,Elevador,Botões do painel não respondem,2024-05-02,2024-05-04,2024-05-07,SmartRepair Lda,4344.03,Crítica,Concluído
MN00339,jardins da cidade,Reparação urgente,Piscina,Azulejos partidos no fundo,2025-04-16,2025-04-16,2025-04-19,TecnoReparações Group,1855.66,Crítica,Concluído
MN00340,vila verde,REPARAÇÃO URGENTE,Piscina,Azulejos partidos no fundo,2023-12-23,2023-12-26,2024-01-04,ProServiços SA,1355.28,Alta,Concluído
MN00341,CONDOMÍNIO CENTRAL,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2023-09-22,2023-09-27,2023-10-07,UltraFix & Filhos,881.38,Alta,Concluído
MN00342,Residencial Atlântico,Melhoria,Telhado,Impermeabilização degradada,2025-04-01,2025-04-12,2025-04-17,UltraFix Group,730.48,Média,Concluído
MN00343,CONDOMÍNIO CENTRAL,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2025-07-13,2025-07-13,2025-07-17,masterfix lda,,Crítica,Concluído
MN00344,Jardins da Cidade,Reparação urgente,Telhado,Sistema de drenagem entupido,2023-09-18,2023-09-18,2023-09-19,TecnoReparações Solutions,11239.6,Crítica,Concluído
MN00345,residencial atlântico,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2023-10-04,2023-10-05,2023-10-09,UltraFix SA,1906.83,Crítica,Concluído
MN00346,TORRES DO SOL,Inspeção,Jardim,Sistema de rega avariado,2025-05-30,2025-06-01,2025-06-02,ProServiços SA,924.54,Crítica,Concluído
MN00347,JARDINS DA CIDADE,Reparação urgente,Jardim,Relva necessita tratamento,2025-08-06,2025-08-09,2025-08-14,GlobalTec Unipessoal,79.64,Alta,Concluído
MN00348,torres do sol,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2023-12-01,2024-01-04,2024-02-02,PrimeWorks Group,1333.4,Baixa,Concluído
MN00349,condomínio central,Reparação urgente,Piscina,Sistema de filtragem necessita manutenção,2023-12-30,2024-01-02,2024-01-12,PrimeWorks Group,516.42,alta,Concluído
MN00350,QUINTA DAS PALMEIRAS,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-01-23,2024-01-26,2024-01-31,MASTERFIX LDA,4735.35,Alta,Concluído
MN00351,Jardins da Cidade,Reparação urgente,Piscina,Azulejos partidos no fundo,2025-05-19,2025-05-24,2025-05-28,GlobalTec Unipessoal,1180.55,Alta,Concluído
MN00352,vila verde,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2025-01-13,2025-01-19,2025-01-25,GlobalTec Unipessoal,2070.05,Alta,Concluído
MN00353,RESIDENCIAL ATLÂNTICO,Reparação urgente,Hall,Lâmpadas fundidas,2024-11-02,2024-11-02,2024-11-03,masterfix lda,170.19,Crítica,Concluído
MN00354,condomínio central,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-02-08,2024-02-10,2024-02-20,ProServiços SA,5387.83,Alta,Concluído
MN00355,vila verde,Reparação urgente,Elevador,Avaria no sistema de travagem,2025-04-20,2025-04-26,2025-05-04,TecnoReparações Group,307.26,Alta,Concluído
MN00356,vila verde,Reparação urgente,Garagem,Iluminação insuficiente,2024-02-07,2024-02-10,2024-02-14,ProServiços SA,2404.16,Alta,Concluído
MN00357,CONDOMÍNIO CENTRAL,Inspeção,Hall,Piso escorregadio necessita tratamento,2023-12-25,2023-12-27,2023-12-31,GlobalTec Group,670.45,Crítica,Concluído
MN00358,vila verde,Reparação urgente,Jardim,Sistema de rega avariado,2024-12-15,2024-12-17,2024-12-19,GlobalTec Unipessoal,1273.65,Crítica,Concluído
MN00359,Residencial Atlântico,Manutenção preventiva,Telhado,Telhas partidas necessitam substituição,2023-09-14,2023-09-15,2023-09-19,TecnoReparações Group,6706.41,Crítica,Concluído
MN00360,condomínio central,Inspeção,Elevador,Porta não fecha corretamente,2025-02-25,2025-02-26,,ProServiços Group,1139.96,Crítica,em curso
MN00361,Quinta das Palmeiras,Inspeção,Hall,Correio acumulado sem distribuição,2024-04-25,2024-04-26,2024-04-29,TecnoReparações Solutions,447.85,Crítica,Concluído
MN00362,vila verde,Reparação urgente,Fachada,Revestimento cerâmico solto,2025-03-23,2025-03-29,2025-04-03,masterfix lda,2614.06,Alta,Concluído
MN00363,VILA VERDE,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2024-01-20,2024-01-27,2024-02-15,GlobalTec Unipessoal,2941.23,MÉDIA,Concluído
MN00364,QUINTA DAS PALMEIRAS,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2025-01-03,2025-01-15,2025-02-01,UltraFix Group,163.87,Média,Concluído
MN00365,residencial atlântico,Manutenção preventiva,Elvador,Lâmpadas fundidas,2023-10-02,2023-10-04,2023-10-07,SmartRepair Lda,1467.97,Crítica,Concluído
MN00366,Vila Verde,Reparação urgente,Hall,Intercomunicador avariado,2023-10-02,2023-10-02,2023-10-03,masterfix lda,717.51,Crítica,Concluído
MN00367,JARDINS DA CIDADE,Inspeção,Elevador,Porta não fecha corretamente,2025-02-24,2025-03-04,2025-03-21,TecnoReparações Solutions,4150.66,Media,Concluído
MN00368,QUINTA DAS PALMEIRAS,Manutenção preventiva,Garagem,Marcações no chão necessitam repintura,2024-02-03,2024-02-03,2024-02-08,TecnoReparações Solutions,2107.26,Crítica,Concluído
MN00369,Jardins da Cidade,Reparação urgente,Hall,Correio acumulado sem distribuição,2025-01-13,2025-01-14,2025-01-15,masterfix lda,1665.27,Crítica,Concluído
MN00370,jardins da cidade,Reparação urgente,Jardim,Sistema de rega avariado,2025-05-27,2025-05-29,2025-06-02,UltraFix SA,1415.05,Crítica,Concluído
MN00371,Quinta das Palmeiras,Melhoria,Piscina,pH da água desregulado,2024-03-16,2024-03-19,2024-03-26,UltraFix Group,531.13,Alta,Concluído
MN00372,Condomínio Central,Melhoria,Elevador,Ruído excessivo durante funcionamento,2024-07-24,2024-07-31,2024-08-09,UltraFix & Filhos,4243.33,Alta,Concluído
MN00373,condomínio central,Melhoria,Elevador,Porta não fecha corretamente,2025-08-06,2025-08-08,2025-08-10,GlobalTec Unipessoal,3502.5,Crítica,Concluído
MN00374,TORRES DO SOL,Inspeção,Telhado,Impermeabilização degradada,2024-01-03,2024-01-16,2024-01-21,TecnoReparações Unipessoal,8058.97,Média,Concluído
MN00375,Vila Verde,Inspeção,Garagem,,2024-06-01,2024-06-18,2024-06-27,MASTERFIX LDA,1493.92,Média,Concluído
MN00376,Jardins da Cidade,Inspeção,Garagem,Piso com fissuras e buracos,2024-11-21,2024-12-14,2025-01-08,MasterFix Lda.,2067.32,Baixa,Concluído
MN00377,CONDOMÍNIO CENTRAL,Melhoria,Telhado,Infiltrações detetadas após temporal,2025-05-22,2025-06-01,,MasterFix Unipessoal,6567.63,Média,em curso
MN00378,Condomínio Central,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2024-09-11,2024-09-18,2024-09-23,ProServiços SA,623.15,Alta,Concluído
MN00379,Torres do Sol,Melhoria,Hall,Lâmpadas fundidas,2025-07-20,2025-07-21,2025-07-23,ProServiços SA,886.71,Crítica,Concluído
MN00380,quinta das palmeiras,Manutenção preventiva,Telhado,Impermeabilização degradada,2023-09-25,2023-10-10,2023-11-08,GlobalTec Unipessoal,14911.77,Baixa,Concluído
MN00381,Vila Verde,Reparação urgente,Piscina,Bomba de circulação com ruído anormal,2024-11-19,2024-11-19,2024-11-23,UltraFix & Filhos,336.92,Crítica,CONCLUIDO
MN00382,Torres do Sol,Melhoria,Jardim,Poda de árvores urgente,2025-01-07,2025-01-10,2025-01-19,UltraFix & Filhos,310.75,alta,Concluído
MN00383,Condomínio Central,Manutenção preventiva,Piscina,,2025-08-03,2025-08-03,2025-08-04,TecnoReparações Group,2529.67,Crítica,Concluído
MN00384,CONDOMÍNIO CENTRAL,Manutenção preventiva,Telhado,Telhas partidas necessitam substituição,2023-11-24,2023-12-06,2023-12-18,UltraFix & Filhos,7113.49,Média,Concluído
MN00385,Torres do Sol,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2024-04-27,2024-05-10,2024-05-19,ProServiços SA,416.39,MÉDIA,Concluído
MN00386,residencial atlântico,Manutenção preventiva,Telhado,Telhas partidas necessitam substituição,2024-09-07,2024-09-21,2024-09-27,TecnoReparações Group,6096.79,Média,Concluído
MN00387,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Jardim,Iluminação exterior fundida,2023-09-30,2023-10-07,2023-10-16,SmartRepair Solutions,588.62,Alta,Concluído
MN00388,jardins da cidade,Inspeção,Garagem,Sistema de ventilação com problemas,2024-04-29,2024-04-29,2024-05-02,ProServiços SA,1425.35,Crítica,Concluído
MN00389,Torres do Sol,melhoria,Fachada,Humidade ascendente no piso térreo,2025-06-08,2025-07-07,2025-07-25,UltraFix SA,15256.78,Baixa,Concluído
MN00390,residencial atlântico,Inspeção,Elevador,Avaria no sistema de travagem,2023-12-03,2024-01-08,2024-01-17,ProServiços SA,1943.23,Baixa,Concluído
MN00391,torres do sol,Reparação urgente,Elevador,,2024-08-11,2024-08-12,2024-08-16,ProServiços SA,1034.74,Crítica,Concluído
MN00392,Condomínio Central,Melhoria,Jardim,Iluminação exterior fundida,2024-01-19,2024-01-29,2024-02-07,UltraFix & Filhos,647.41,Média,Concluído
MN00393,TORRES DO SOL,Melhoria,Garagem,Marcações no chão necessitam repintura,2023-10-07,2023-10-13,2023-10-18,MasterFix Unipessoal,2089.17,Alta,Concluído
MN00394,Quinta das Palmeiras,Inspeção,Garagem,Sistema de ventilação com problemas,2023-09-19,2023-09-26,2023-10-06,MasterFix Unipessoal,1664.88,Alta,Concluído
MN00395,JARDINS DA CIDADE,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2023-10-26,2023-10-28,2023-10-29,SmartRepair Lda,5345.72,Crítica,Concluído
MN00396,Residencial Atlântico,Melhoria,Garagem,Portão automático avariado,2025-04-24,2025-04-24,2025-04-25,masterfix lda,1357.82,Crítica,Concluído
MN00397,TORRES DO SOL,Reparação urgente,Jardim,Relva necessita tratamento,2023-10-21,2023-10-25,2023-11-03,SmartRepair Lda,482.66,Alta,Concluído
MN00398,TORRES DO SOL,Manutenção preventiva,Jardim,Sistema de rega avariado,2024-02-08,2024-02-11,2024-02-20,ProServiços SA,537.02,Alta,Concluído
MN00399,Residencial Atlântico,Melhoria,Elevador,Porta não fecha corretamente,2025-06-27,2025-06-30,2025-07-05,GlobalTec Unipessoal,3467.64,Alta,Concluído
MN00400,Residencial Atlântico,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2024-08-08,2024-08-24,2024-09-13,ProServiços SA,1449.18,Média,Concluído
MN00401,residencial atlântico,Manutenção preventiva,Elevador,Botões do painel não respondem,2024-11-29,2024-12-31,2025-01-16,MasterFix Lda.,581.71,Baixa,Concluído
MN00402,Vila Verde,Manutenção preventiva,Piscina,Azulejos partidos no fundo,2025-04-11,2025-04-29,2025-05-06,UltraFix & Filhos,136.3,Média,Concluído
MN00403,QUINTA DAS PALMEIRAS,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-11-29,2024-12-15,2025-01-06,PrimeWorks Group,4724.08,baixa,Concluído
MN00404,QUINTA DAS PALMEIRAS,Melhoria,Jardim,Sistema de rega avariado,2024-07-22,2024-08-06,2024-08-26,UltraFix & Filhos,994.63,Média,Concluído
MN00405,Quinta das Palmeiras,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-10-09,2024-10-12,2024-10-16,UltraFix & Filhos,4074.4,Alta,Concluído
MN00406,residencial atlântico,Melhoria,Hall,Espelho partido na entrada,2025-05-25,2025-05-25,2025-05-29,ProServiços Group,825.45,Crítica,Concluído
MN00407,residencial atlântico,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2024-11-08,2024-11-22,2024-12-05,UltraFix SA,2451.02,Média,Concluído
MN00408,jardins da cidade,Melhoria,Elevador,Botões do painel não respondem,2023-12-28,2023-12-28,2023-12-29,UltraFix SA,5076.86,Crítica,Concluído
MN00409,jardins da cidade,Melhoria,Garagem,Marcações no chão necessitam repintura,2025-06-07,2025-06-21,2025-07-03,ProServiços SA,2970.45,Média,Concluído
MN00410,quinta das palmeiras,Reparação urgente,Piscina,Bomba de circulação com ruído anormal,2025-05-17,2025-05-18,2025-05-20,ProServiços SA,617.92,Crítica,Concluído
MN00411,Residencial Atlântico,Inspecção,Elevador,Botões do painel não respondem,2024-05-08,2024-05-27,2024-06-03,UltraFix Group,1225.65,Baixa,Concluído
MN00412,TORRES DO SOL,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-01-15,2024-01-29,2024-01-22,ProServiços Group,2261.3,Alta,Concluído
MN00413,Residencial Atlântico,Reparação urgente,Garagem,Portão automático avariado,2025-02-04,2025-02-07,2025-02-17,MasterFix Unipessoal,2116.38,Alta,Concluído
MN00414,CONDOMÍNIO CENTRAL,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-11-28,2024-11-28,2024-12-03,MasterFix Unipessoal,1411.07,Crítica,Concluído
MN00415,Torres do Sol,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2024-02-23,2024-04-04,2024-05-04,PrimeWorks Group,1414.45,baixa,Concluído
MN00416,Quinta das Palmeiras,Melhoria,Telhado,Impermeabilização degradada,2024-12-29,2024-12-29,2025-01-02,masterfix lda,12526.33,Crítica,Concluído
MN00417,Residencial Atlântico,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2025-07-28,2025-08-02,2025-08-07,SmartRepair Lda,321.69,alta,Concluído
MN00418,VILA VERDE,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2025-01-07,2025-01-20,2025-02-09,TecnoReparações Unipessoal,4422.47,Média,Concluído
MN00419,QUINTA DAS PALMEIRAS,Manutenção preventiva,Piscina,Bomba de circulação com ruído anormal,2025-01-24,2025-02-03,2025-02-16,TecnoReparações Solutions,223.13,Media,Concluído
MN00420,Vila Verde,Manutenção preventiva,Jardim,Poda de árvores urgente,2024-01-12,2024-01-26,2024-02-12,UltraFix & Filhos,359.91,Média,Concluído
MN00421,residencial atlântico,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2023-12-09,2023-12-14,2023-12-20,ProServiços SA,3483.53,Alta,Concluido
MN00422,jardins da cidade,Manutenção preventiva,Garagem,Iluminação insuficiente,2024-11-19,2024-11-26,2024-12-09,MASTERFIX LDA,581.51,Média,Concluído
MN00423,Torres do Sol,Reparação urgente,Garagem,Portão automático avariado,2024-07-01,2024-07-01,2024-07-05,GlobalTec Unipessoal,914.45,Crítica,Concluído
MN00424,Torres do Sol,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória !!!!,2023-12-25,2024-01-05,2024-01-14,masterfix lda,2754.27,Média,Concluído
MN00425,torres do sol,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2025-06-22,2025-06-23,2025-06-24,UltraFix & Filhos,3877.7,Crítica,Concluído
MN00426,Torres do Sol,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-04-06,2024-04-09,2024-04-14,ProServiços Group,11222.61,Alta,Concluído
MN00427,VILA VERDE,Reparação urgente,Jardim,Iluminação exterior fundida,2025-04-27,2025-05-01,2025-05-07,TecnoReparações Solutions,524.45,Alta,Concluído
MN00428,Condomínio Central,melhoria,Hall,Intercomunicador avariado,2023-11-07,2023-11-28,2023-12-16,masterfix lda,515.82,Média,Concluído
MN00429,vila verde,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2024-09-14,2024-09-18,2024-09-26,ProServiços SA,2650.94,Alta,Concluído
MN00430,RESIDENCIAL ATLÂNTICO,Inspeção,Elevador,Ruído excessivo durante funcionamento,2025-02-07,2025-02-12,2025-02-22,UltraFix & Filhos,356.99,Alta,Concluído
MN00431,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2025-08-04,2025-09-02,2025-09-17,masterfix lda,2311.99,Baixa,Concluído
MN00432,condomínio central,Manutenção preventiva,Garagem,Iluminação insuficiente,2023-11-06,2023-11-20,2023-12-16,PrimeWorks Group,902.31,Baixa,Concluído
MN00433,CONDOMÍNIO CENTRAL,Manutenção preventiva,Garagem,Marcações no chão necessitam repintura,2025-05-14,2025-05-24,2025-06-09,MasterFix Unipessoal,785.25,Média,Concluído
MN00434,torres do sol,Melhoria,Elevador,Ruído excessivo durante funcionamento,2024-12-31,2025-01-30,2025-02-19,UltraFix SA,3236.13,Baixa,Concluído
MN00435,Quinta das Palmeiras,Manutenção preventiva,Hall,Intercomunicador avariado,2025-05-14,2025-06-01,2025-06-21,GlobalTec Unipessoal,266.18,Média,Concluído
MN00436,VILA VERDE,Melhoria,Garagem,Iluminação insuficiente,2023-11-11,2023-11-13,2023-11-14,TecnoReparações Group,3363.99,Crítica,Concluído
MN00437,JARDINS DA CIDADE,Reparação urgente,Fachada,Necessária limpeza e tratamento anti-grafitti,2024-09-27,2024-09-30,2024-10-04,GlobalTec Unipessoal,5828.38,Alta,Concluído
MN00438,QUINTA DAS PALMEIRAS,Reparação urgente,Jardim,Sistema de rega avariado,2025-06-28,2025-07-05,2025-07-09,GlobalTec Unipessoal,285.65,Alta,Concluído
MN00439,Jardins da Cidade,Inspeção,Jardim,Iluminação exterior fundida,2025-03-19,2025-03-21,2025-03-28,TecnoReparações Unipessoal,122.92,Alta,Concluído
MN00440,Jardins da Cidade,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-06-05,2024-06-06,2024-06-09,SmartRepair Solutions,3865.38,Crítica,Concluído
MN00441,jardins da cidade,Melhoria,Jardim,Pragas detetadas nas plantas,2024-05-14,2024-05-17,2024-05-23,TecnoReparações Solutions,454.68,Alta,Concluído
MN00442,torres do sol,REPARAÇÃO URGENTE,Elevador,Botões do painel não respondem,2023-12-22,2023-12-24,2023-12-26,MasterFix Unipessoal,5012.99,Crítica,Concluído
MN00443,Quinta das Palmeiras,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-05-06,2024-05-06,2024-05-09,MASTERFIX LDA,3450.02,Crítica,Concluído
MN00444,VILA VERDE,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-05-25,2024-05-28,2024-06-06,GlobalTec Unipessoal,1645.94,Alta,Concluído
MN00445,JARDINS DA CIDADE,Manutenção preventiva,Garagem,,2025-06-08,2025-07-02,2025-07-12,ProServiços Solutions,2230.2,Baixa,Concluído
MN00446,vila verde,Manutenção preventiva,Hall,Espelho partido na entrada,2025-06-21,2025-06-22,2025-06-23,TecnoReparações Unipessoal,,CRITICA,Concluído
MN00447,condomínio central,REPARAÇÃO URGENTE,Elevador,Botões do painel não respondem,2023-12-10,2023-12-13,,PrimeWorks Group,2572.59,Alta,EM ANÁLISE
MN00448,CONDOMÍNIO CENTRAL,Manutencao preventiva,Garagem,Marcações no chão necessitam repintura,2024-03-20,2024-03-27,2024-04-05,SmartRepair Lda,2398.49,Alta,Concluído
MN00449,JARDINS DA CIDADE,Inspecção,Fachada,Humidade ascendente no piso térreo,2024-04-04,2024-04-09,2024-04-18,ProServiços SA,1355.96,Alta,Concluído
MN00450,jardins da cidade,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2023-08-25,2023-08-27,2023-08-31,MasterFix Unipessoal,1837.39,Crítica,Concluído
MN00451,CONDOMÍNIO CENTRAL,Manutenção preventiva,Jardim,Poda de árvores urgente,2025-07-31,2025-08-29,,UltraFix & Filhos,823.05,Baixa,Em curso
MN00452,TORRES DO SOL,Inspeção,Telhado,Impermeabilização degradada,2025-01-29,2025-02-05,,ProServiços Solutions,10279.68,Alta,EM ANÁLISE
MN00453,Condomínio Central,Reparação urgente,Piscina,Sistema de filtragem necessita manutenção !!!!,2023-12-29,2024-01-01,2024-01-08,masterfix lda,499.53,Alta,Concluído
MN00454,QUINTA DAS PALMEIRAS,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-06-11,2024-06-16,2024-06-26,UltraFix & Filhos,3815.15,Alta,Concluído
MN00455,residencial atlântico,Reparação urgente,Elevador,Botões do painel não respondem,2023-10-21,2023-10-22,2023-10-25,UltraFix Group,6004.03,Crítica,Concluído
MN00456,CONDOMÍNIO CENTRAL,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-06-06,2024-06-10,2024-06-16,GlobalTec Group,3282.08,Alta,Concluído
MN00457,jardins da cidade,Reparação urgente,Fachada,Revestimento cerâmico solto,2023-09-01,2023-09-03,2023-09-07,MASTERFIX LDA,7168.79,Alta,Concluído
MN00458,Vila Verde,Manutenção preventiva,Jardim,Relva necessita tratamento,2023-09-13,2023-09-17,2023-09-20,,410.84,Alta,Concluído
MN00459,Quinta das Palmeiras,Inspeção,Elevador,Ruído excessivo durante funcionamento,2025-08-05,2025-08-07,2025-08-10,UltraFix Group,589.9,Alta,Concluído
MN00460,RESIDENCIAL ATLÂNTICO,Reparação urgente,Jardim,Pragas detetadas nas plantas,2024-12-05,2024-12-26,2024-12-17,GlobalTec Unipessoal,592.15,MÉDIA,Concluído
MN00461,vila verde,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2024-11-30,2025-01-04,2025-01-20,ProServiços SA,1294.44,Baixa,Concluído
MN00462,JARDINS DA CIDADE,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-08-27,2024-08-27,2024-08-31,UltraFix Group,16041.78,Crítica,Concluído
MN00463,QUINTA DAS PALMEIRAS,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2023-09-30,2023-10-02,2023-10-05,MasterFix Unipessoal,,Crítica,Concluído
MN00464,jardins da cidade,Reparação urgente,Jardim,Sistema de rega avariado,2023-11-06,2023-11-08,2023-11-13,ProServiços SA,918.64,Crítica,Concluído
MN00465,QUINTA DAS PALMEIRAS,Inspeção,Jardim,,2024-09-23,2024-10-03,2024-10-11,UltraFix SA,913.61,Média,Concluído
MN00466,torres do sol,Manutenção preventiva,Fachada,Fissuras visíveis na parede norte,2024-06-21,2024-06-28,2024-07-08,SmartRepair Lda,21160.74,Alta,Concluído
MN00467,CONDOMÍNIO CENTRAL,Inspeção,Elevador,Ruído excessivo durante funcionamento,2024-08-18,2024-08-24,2024-09-03,UltraFix SA,2336.53,Alta,Concluído
MN00468,VILA VERDE,Reparação urgente,Piscina,Azulejos partidos no fundo,2024-04-26,2024-04-27,2024-05-01,TecnoReparações Group,2379.92,Crítica,Concluído
MN00469,condomínio central,Manutenção preventiva,Piscina,Azulejos partidos no fundo,2024-06-04,2024-06-30,2024-07-27,UltraFix Group,498.34,Baixa,Concluído
MN00470,Jardins da Cidade,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-05-15,2025-05-17,2025-05-18,TecnoReparações Group,2411.25,Crítica,Concluído
MN00471,Vila Verde,Reparação urgente,Jardim,Sistema de rega avariado,2023-10-11,2023-10-11,,masterfix lda,835.23,Crítica,EM ANÁLISE
MN00472,QUINTA DAS PALMEIRAS,Melhoria,Jardim,Pragas detetadas nas plantas,2024-04-13,2024-04-15,2024-04-16,MasterFix Lda.,-324.66,critica,Concluído
MN00473,residencial atlântico,Melhoria,Elevador,Avaria no sistema de travagem,2023-12-09,2023-12-21,2024-01-09,MASTERFIX LDA,2565.18,Média,Concluído
MN00474,CONDOMÍNIO CENTRAL,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2024-06-28,2024-06-29,2024-07-03,SmartRepair Solutions,3850.63,Crítica,Concluído
MN00475,condomínio central,Manutenção preventiva,Jardim,Sistema de rega avariado,2025-01-17,2025-02-07,2025-02-17,ProServiços Solutions,117.74,Média,Concluído
MN00476,Quinta das Palmeiras,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2025-04-05,2025-04-11,2025-04-17,TecnoReparações Group,1751.63,Alta,Concluído
MN00477,residencial atlântico,Inspeção,Telhado,Infiltrações detetadas após temporal,2025-02-12,2025-03-04,2025-03-16,GlobalTec Group,7753.11,Média,Concluído
MN00478,JARDINS DA CIDADE,Inspeção,Garagem,Piso com fissuras e buracos,2023-10-12,2023-10-19,2023-10-29,,1195.38,Alta,Concluído
MN00479,QUINTA DAS PALMEIRAS,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-04-20,2024-04-25,2024-04-29,TecnoReparações Unipessoal,589.61,Alta,Concluído
MN00480,Condomínio Central,Inspeção,Jardim,Poda de árvores urgente,2024-02-19,2024-03-07,2024-03-17,TecnoReparações Group,767.35,Média,Concluído
MN00481,Jardins da Cidade,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2023-12-11,2023-12-16,2023-12-21,SmartRepair Solutions,2893.92,Alta,Concluído
MN00482,TORRES DO SOL,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2024-05-20,2024-05-21,2024-05-23,UltraFix & Filhos,993.83,Crítica,Concluído
MN00483,Vila Verde,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2024-11-11,2024-11-11,2024-11-16,ProServiços Solutions,3783.8,Crítica,Concluído
MN00484,Condomínio Central,Manutenção preventiva,Fachada,Fissuras visíveis na parede norte,2025-01-01,2025-01-11,2025-01-30,UltraFix & Filhos,1050.46,Média,Concluído
